data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;caminhao;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos;3
20/01/2021;07:04:00;13;AC02 - Acidente com VITIMA;321,9;Acessos Niterói;Norte;Colisão - Lateral;1;1;1;0;0;0;1
22/01/2021;22:45:00;134;AC02 - Acidente com VITIMA;321;Acessos Niterói;Sul;Colisão - Lateral;1;1;1;0;0;0;1
28/01/2021;22:26:00;111;AC03 - Acidente sem VITIMA;321,9;Acessos Niterói;Norte;Colisão - Traseira;2;2;0;0;0;0;1
31/01/2021;18:31:00;78;AC02 - Acidente com VITIMA;321,9;Acessos Niterói;Norte;Engavetamento;1;0;8;0;0;0;1
02/02/2021;04:27:00;10;AC03 - Acidente sem VITIMA;332,4;Emergência II;Sul;Colisão - Lateral;2;2;0;0;0;0;1
02/02/2021;20:15:00;95;AC02 - Acidente com VITIMA;322,1;Acessos Niterói;Norte;Colisão - Traseira;1;0;4;0;0;0;1
08/02/2021;10:04:00;32;AC02 - Acidente com VITIMA;329,2;Retão;Sul;Choque veículo parado na pista;1;0;3;0;0;0;1
08/02/2021;17:45:00;79;AC03 - Acidente sem VITIMA;321,9;Acessos Niterói;Norte;Choque Praça;2;1;0;0;0;0;1
17/02/2021;09:07:00;25;AC02 - Acidente com VITIMA;327;Subida do Vão Central;Norte;Choque veículo parado na pista;2;1;0;1;0;0;2
19/02/2021;10:52:00;42;AC02 - Acidente com VITIMA;326,7;Vão Central;Norte;Colisão - Traseira;1;1;1;0;0;0;1
20/02/2021;13:24:00;34;AC03 - Acidente sem VITIMA;322,8;Praça de Pedágio;Sul;Colisão - Lateral;2;2;0;0;0;0;1
22/02/2021;10:45:00;55;AC02 - Acidente com VITIMA;332;Curvão;Sul;Engavetamento;1;0;8;0;0;0;1
24/02/2021;09:24:00;34;AC03 - Acidente sem VITIMA;328,3;Subida do Vão Central;Norte;Colisão - Traseira;2;2;0;0;0;0;1
12/03/2021;12:38:00;44;AC02 - Acidente com VITIMA;332,7;Emergência II;Norte;Engavetamento;1;2;1;0;0;0;1
15/03/2021;14:38:00;94;AC02 - Acidente com VITIMA;321,9;Acessos Niterói;Norte;Colisão - Lateral;1;0;3;0;0;0;1
20/03/2021;16:16:00;77;AC03 - Acidente sem VITIMA;321,9;Acessos Niterói;Norte;Choque Praça;1;1;0;0;0;0;1
23/03/2021;06:49:00;16;AC03 - Acidente sem VITIMA;329,4;Retão;Norte;Choque veículo parado na pista;1;2;0;0;0;0;1
26/03/2021;23:43:00;98;AC02 - Acidente com VITIMA;321,9;Acessos Niterói;Norte;Choque Defensa;1;0;1;0;0;0;1
06/04/2021;12:56:00;50;AC02 - Acidente com VITIMA;333,1;Emergência I;Sul;Colisão - Traseira;2;0;3;0;0;0;1
