id_acidente_tip;dia;mes;qt_acidentes,id_risco
164;13;8;1;1
18;14;8;1;2
49;18;8;2;1
13;19;8;1;1
13;19;8;1;1
55;19;8;1;1
55;19;8;1;1
13;21;8;2;1
13;22;8;1;1
6;23;8;1;1
13;24;8;1;1
13;25;8;1;1
36;25;8;1;1
18;26;8;1;1
13;26;8;2;1
13;26;8;1;1
13;27;8;1;1
36;27;8;1;1
30;27;8;1;3
36;28;8;1;1
166;28;8;1;1
55;30;8;1;1
166;31;8;1;1
13;1;9;2;1
13;1;9;1;1
13;1;9;1;1
18;2;9;1;1
34;2;9;1;1
36;3;9;1;1
6;4;9;1;1
36;4;9;1;1
48;6;9;1;2
18;6;9;1;1
166;7;9;1;1
165;8;9;1;1
36;9;9;1;1
13;9;9;2;1
18;10;9;1;1
18;10;9;1;1
30;11;9;1;2
166;12;9;1;3
13;13;9;2;2
13;14;9;1;1
18;15;9;1;1
166;15;9;1;1
36;17;9;1;1
13;17;9;1;1
163;18;9;1;1
170;18;9;1;1
13;18;9;1;2
6;19;9;1;1
166;19;9;1;1
6;19;9;1;3
13;20;9;1;2
21;20;9;1;1
18;20;9;1;1
13;21;9;1;1
166;24;9;1;1
55;25;9;1;1
18;26;9;1;1
168;26;9;1;1
13;29;9;1;1
36;29;9;1;1
18;30;9;1;1
30;30;9;1;1
80;1;10;1;1
30;2;10;1;1
13;3;10;1;1
55;3;10;1;2
164;4;10;1;1
169;4;10;1;1
6;5;10;1;1
55;5;10;1;1
13;6;10;2;1
164;6;10;1;1
18;7;10;1;1
55;9;10;2;1
55;10;10;2;1
163;12;10;1;1
18;14;10;1;1
170;14;10;1;1
164;14;10;1;1
30;15;10;1;1
55;16;10;2;1
18;16;10;1;2
55;17;10;1;1
55;18;10;1;1
13;20;10;2;1
34;22;10;1;1
6;22;10;1;1
18;23;10;1;1
55;25;10;1;1
18;26;10;1;1
49;27;10;1;1
55;27;10;1;1
13;27;10;2;1
164;27;10;1;1
170;27;10;1;1
166;27;10;1;1
170;28;10;1;1
36;29;10;1;1
13;29;10;2;1
13;29;10;1;1
18;31;10;1;1
75;6;11;1;1
4;11;11;1;1
75;11;11;1;1
18;11;11;1;1
4;16;11;1;1
4;17;11;1;1
11;19;11;1;1
75;19;11;1;1
4;24;11;1;1
75;24;11;1;1
4;25;11;1;1
75;26;11;1;1
4;30;11;1;2
18;30;11;1;1
18;1;12;1;2
75;2;12;1;1
4;3;12;1;1
4;6;12;1;1
4;6;12;1;2
75;7;12;1;2
55;7;12;2;1
18;8;12;1;1
7;8;12;1;3
75;12;12;1;1
75;14;12;1;2
75;16;12;1;1
4;16;12;1;1
4;16;12;2;1
75;17;12;1;1
75;18;12;1;1
75;18;12;1;1
18;20;12;1;1
55;22;12;1;1
75;23;12;1;1
6;27;12;1;2
18;29;12;1;1
53;3;1;1;1
75;4;1;1;1
4;10;1;1;1
75;11;1;1;1
77;11;1;1;1
75;12;1;1;1
75;13;1;1;1
18;16;1;1;1
4;17;1;2;1
60;18;1;2;1
75;19;1;1;1
75;19;1;1;1
75;19;1;1;1
75;20;1;1;1
77;20;1;1;1
4;21;1;1;2
75;22;1;1;1
18;22;1;1;2
60;22;1;1;3
4;23;1;1;1
75;27;1;1;1
4;27;1;1;1
4;31;1;1;1
4;1;2;1;1
75;3;2;1;1
4;3;2;1;1
55;11;2;1;1
75;12;2;1;1
7;13;2;1;1
55;13;2;1;1
75;14;2;1;1
10;15;2;1;2
18;15;2;1;1
55;15;2;1;2
4;16;2;1;1
75;19;2;1;2
6;22;2;1;1
4;22;2;1;1
55;25;2;1;1
18;25;2;1;1
4;25;2;1;1
75;28;2;1;3
55;3;3;1;1
75;3;3;1;1
75;4;3;1;2
75;4;3;1;1
75;4;3;1;1
75;12;3;1;1
7;14;3;1;1
4;15;3;1;2
75;16;3;1;2
55;17;3;1;1
75;18;3;1;1
18;20;3;1;1
4;20;3;1;1
4;25;3;1;1
18;27;3;1;2
4;27;3;1;2
4;28;3;1;3
18;28;3;1;1
4;28;3;1;2
75;29;3;1;1
4;31;3;1;1
18;1;4;1;1
75;4;4;1;1
4;4;4;1;1
4;7;4;1;1
75;7;4;1;2
75;8;4;1;2
4;13;4;1;1
6;13;4;1;2
75;14;4;1;1
4;18;4;1;3
18;21;4;1;2
11;25;4;1;1
55;25;4;1;1
11;27;4;2;1
4;28;4;1;1
75;28;4;1;2
18;29;4;1;1
4;1;5;1;1
18;2;5;1;1
4;4;5;1;2
4;5;5;1;2
18;8;5;1;1
75;12;5;1;1
4;13;5;1;1
4;13;5;1;1
75;14;5;1;1
18;16;5;1;2
18;21;5;1;1
4;26;5;1;1
18;28;5;1;1
10;28;5;1;1
18;31;5;1;1
75;5;6;1;1
10;12;6;1;1
18;12;6;1;1
4;18;6;1;1
18;22;6;1;1
4;24;6;1;3
4;28;6;1;1
77;29;6;1;1
53;30;6;1;1
4;1;7;1;1
4;2;7;1;1
6;4;7;1;2
4;11;7;1;1
75;14;7;1;1
4;21;7;1;1
55;23;7;1;1
75;25;7;1;1
4;25;7;2;1
4;26;7;1;1
4;27;7;1;1
4;27;7;1;3
4;28;7;1;2
75;29;7;1;1
11;1;8;1;1
75;1;8;1;2
75;3;8;1;1
4;8;8;2;1
55;9;8;1;1
75;10;8;1;1
55;10;8;1;1
75;12;8;1;1
18;15;8;1;2
18;15;8;1;1
4;16;8;2;1
75;17;8;1;1
4;17;8;1;2
6;17;8;1;2
4;18;8;1;3
4;20;8;1;2
18;25;8;1;1
4;27;8;1;1
4;31;8;2;1
4;2;9;1;1
4;2;9;1;3
4;3;9;1;2
55;6;9;1;1
78;11;9;1;1
60;11;9;1;2
53;19;9;1;2
4;20;9;2;1
78;21;9;1;1
75;22;9;1;1
4;23;9;1;1
18;27;9;1;1
55;29;9;1;1
78;29;9;1;1
7;1;10;1;3
75;1;10;1;1
10;4;10;1;1
4;6;10;1;1
4;11;10;1;1
4;14;10;1;1
4;15;10;1;1
18;16;10;1;2
4;19;10;1;1
55;19;10;1;1
4;20;10;1;2
18;20;10;1;2
75;21;10;1;1
18;21;10;1;1
75;21;10;1;1
75;23;10;1;1
6;25;10;1;2
11;25;10;1;2
4;25;10;2;1
11;25;10;1;1
75;27;10;1;1
18;28;10;1;2
60;29;10;1;1
75;30;10;1;2
75;31;10;1;1
4;3;11;2;1
6;6;11;1;1
75;7;11;1;1
18;8;11;1;1
4;8;11;1;1
75;9;11;1;1
4;10;11;1;1
4;11;11;2;1
4;17;11;1;1
75;18;11;1;1
75;18;11;1;1
4;23;11;1;1
55;24;11;1;1
75;25;11;1;1
75;26;11;1;1
75;28;11;1;1
18;1;12;1;1
18;3;12;1;2
75;5;12;1;1
18;6;12;1;1
18;11;12;1;1
18;13;12;1;1
75;14;12;1;1
75;19;12;1;1
75;24;12;1;1
4;26;12;1;1
10;26;12;1;1
4;28;12;2;1
75;5;1;1;1
18;5;1;1;1
4;6;1;1;1
4;6;1;2;1
75;7;1;1;1
75;7;1;1;1
4;10;1;1;1
4;12;1;1;1
75;13;1;1;1
75;14;1;1;1
4;16;1;1;1
55;17;1;1;1
75;17;1;1;1
4;21;1;1;1
18;31;1;1;1
75;31;1;1;1
75;31;1;1;1
10;1;2;1;1
4;4;2;1;1
75;8;2;1;1
75;10;2;1;1
4;11;2;1;1
75;14;2;1;1
75;17;2;1;1
18;3;3;1;1
75;3;3;1;1
75;4;3;1;1
77;9;3;1;1
75;10;3;1;1
75;13;3;1;1
75;15;3;1;1
55;19;3;1;2
4;22;3;1;1
18;25;3;1;1
75;27;3;1;1
18;28;3;1;1
77;28;3;1;1
75;29;3;1;1
6;3;4;1;1
75;3;4;1;1
10;5;4;1;1
18;6;4;1;1
75;6;4;1;1
75;12;4;1;1
75;13;4;1;1
55;14;4;1;1
55;14;4;1;1
75;17;4;1;1
18;25;4;1;1
11;27;4;1;1
18;27;4;1;1
18;28;4;1;1
4;29;4;1;1
4;2;5;1;1
6;8;5;1;1
11;8;5;1;1
18;9;5;1;1
4;11;5;1;1
4;12;5;1;1
18;16;5;1;1
75;17;5;1;1
4;18;5;1;1
77;22;5;1;1
75;25;5;1;2
55;31;5;1;1
4;1;6;1;1
18;7;6;1;2
11;14;6;1;1
18;15;6;1;1
18;16;6;1;1
4;19;6;1;1
6;21;6;1;2
75;21;6;1;1
75;25;6;1;1
75;26;6;1;1
4;28;6;1;1
4;28;6;1;1
75;1;7;1;1
4;3;7;1;1
10;5;7;1;1
18;6;7;1;1
4;10;7;1;1
4;10;7;1;1
55;15;7;1;1
75;27;7;1;1
75;3;8;1;1
4;9;8;1;1
75;10;8;1;1
4;10;8;1;1
77;16;8;1;2
18;28;8;1;1
18;29;8;1;1
18;30;8;1;1
4;1;9;1;1
18;4;9;1;1
4;4;9;1;1
18;13;9;1;1
18;14;9;1;1
18;17;9;1;1
75;18;9;1;1
4;19;9;1;1
53;19;9;1;1
